Satellite Name,Orbital Location,Beam Name,Type,Frequency Range (MHz),EIRP (dBW) / G/T (dB/K),Service Area 1,Service Area 2,Service Area 3,Service Area 4,Service Area 5,Service Area 6,Band,Bandwidth Capacity (MHz),Modulation,FEC,Integrated
Intelsat 11,-43,BKHD,Transmit,10700.0 - 11450.0,56.3 (EIRP),Brazil,,,,,,X-Band,750,QPSK,0.5,1
Intelsat 11,-43,BKVD,Transmit,10700.0 - 11450.0,56.5 (EIRP),Brazil,,,,,,X-Band,750,QPSK,0.5,1
Intelsat 11,-43,TLMA,Transmit,11447.825 - 11448.175,13.5 (EIRP),Global,,,,,,X-Band,0.35,QPSK,0.5,1
Intelsat 11,-43,TLMB,Transmit,11447.825 - 11448.17,13.5 (EIRP),Global,,,,,,X-Band,0.345,QPSK,0.5,1
Intelsat 11,-43,TLMD,Transmit,11448.825 - 11449.175,13.5 (EIRP),Global,,,,,,X-Band,0.35,QPSK,0.5,1
INTELSAT 14,-45,CEU,Receive,5925.0 - 6425.0,4.5 (G/T),Europe,Africa,,,,,C-Band,36,QPSK,0.5,1
INTELSAT 14,-45,CAU,Receive,5925.0 - 6425.0,0.6 (G/T),North America,Central America,South America,,,,C-Band,36,QPSK,0.5,1
INTELSAT 14,-45,KEU,Receive,14000.0 - 14500.0,7.6 (G/T),Europe,Africa,United States,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 14,-45,KAU,Receive,14000.0 - 14500.0,2.8 (G/T),North America,Central America,South America,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 14,-45,CED,Transmit,3700.0 - 4200.0,45.2 (EIRP),Europe,Africa,,,,,C-Band,36,QPSK,0.5,1
INTELSAT 14,-45,CAD,Transmit,3700.0 - 4200.0,43.5 (EIRP),North America,Central America,South America,,,,C-Band,36,QPSK,0.5,1
INTELSAT 14,-45,KED,Transmit,11450.0 - 11950.0,53.9 (EIRP),Europe,Africa,United States,,,,X-Band,36,QPSK,0.5,1
INTELSAT 14,-45,KAD,Transmit,11450.0 - 11950.0,49.4 (EIRP),North America,Central America,South America,,,,X-Band,36,QPSK,0.5,1
INTELSAT 14,-45,CMD,Receive,5925.0 - 6425.0,-16.9 (G/T),North America,Central America,South America,,,,C-Band,1,BPSK,0.5,1
INTELSAT 14,-45,TLM,Transmit,3700.0 - 4200.0,17.2 (EIRP),North America,Central America,South America,,,,C-Band,0.5,BPSK,0.5,1
INTELSAT 14,-45,UPC,Transmit,3700.0 - 4200.0,14.6 (EIRP),Global,,,,,,C-Band,0.025,BPSK,0.5,1
INTELSAT 14,-45,UPK,Transmit,11450.0 - 11950.0,16.5 (EIRP),Global,,,,,,X-Band,0.025,BPSK,0.5,1
INTELSAT 15,85.15,MEH,Receive,13750.0 - 14500.0,8.0 (G/T),Middle East,,,,,,Ku-Band,72,8PSK,0.75,1
INTELSAT 15,85.15,MEV,Receive,13750.0 - 14500.0,9.0 (G/T),Middle East,,,,,,Ku-Band,72,8PSK,0.75,1
INTELSAT 15,85.15,RUH,Receive,13750.0 - 14000.0,5.8 (G/T),Russia,,,,,,Ku-Band,72,8PSK,0.75,1
INTELSAT 15,85.15,EIVU,Receive,14000.0 - 14250.0,2.5 (G/T),East Asia,Indochina,Malaysia,,,,Ku-Band,72,8PSK,0.75,1
INTELSAT 15,85.15,WIV,Receive,14000.0 - 14500.0,3.7 (G/T),Middle East,,,,,,Ku-Band,72,8PSK,0.75,1
INTELSAT 15,85.15,MEH,Transmit,11970.0 - 12200.0,55.3 (EIRP),Middle East,,,,,,"X-Band, Ku-Band",72,8PSK,0.75,1
INTELSAT 15,85.15,MEV,Transmit,11970.0 - 12200.0,54.7 (EIRP),Middle East,,,,,,"X-Band, Ku-Band",72,8PSK,0.75,1
INTELSAT 15,85.15,RUV,Transmit,11700.0 - 12200.0,52.0 (EIRP),Russia,,,,,,"X-Band, Ku-Band",72,8PSK,0.75,1
INTELSAT 15,85.15,EIHD,Transmit,12500.0 - 12750.0,46.9 (EIRP),East Asia,Indochina,Malaysia,,,,Ku-Band,36,8PSK,0.75,1
INTELSAT 15,85.15,WIH,Transmit,11970.0 - 12200.0,50.3 (EIRP),Middle East,,,,,,"X-Band, Ku-Band",72,8PSK,0.75,1
INTELSAT 15R,85,SKHU,Receive,13750.0 - 14500.0,12.0 (G/T),Global,,,,,,Ku-Band,72,8PSK,0.75,1
INTELSAT 15R,85,SKVU,Receive,13750.0 - 14000.0,12.0 (G/T),Global,,,,,,Ku-Band,72,8PSK,0.75,1
INTELSAT 15R,85,EIVU,Receive,14000.0 - 14250.0,2.5 (G/T),East Indian Ocean Region,,,,,,Ku-Band,36,8PSK,0.75,1
INTELSAT 15R,85,WIVU,Receive,14000.0 - 14500.0,3.7 (G/T),West Indian Ocean Region,,,,,,Ku-Band,72,8PSK,0.75,1
INTELSAT 15R,85,JSLU,Receive,27504.0 - 29970.0,15.8 (G/T),Japan,,,,,,Ka-Band,500,8PSK,0.75,1
INTELSAT 15R,85,KSLU,Receive,27504.0 - 29970.0,15.8 (G/T),Korea,,,,,,Ka-Band,500,8PSK,0.75,1
INTELSAT 15R,85,JSRU,Receive,27504.0 - 29970.0,15.8 (G/T),Japan,,,,,,Ka-Band,500,8PSK,0.75,1
INTELSAT 15R,85,RUHV,Receive,17300.0 - 17800.0,3.0 (G/T),Russia,,,,,,Ku-Band,36,8PSK,0.75,1
INTELSAT 15R,85,RUVV,Receive,17300.0 - 17800.0,3.0 (G/T),Russia,,,,,,Ku-Band,36,8PSK,0.75,1
INTELSAT 15R,85,RUHU,Receive,13750.0 - 14500.0,3.0 (G/T),Russia,,,,,,Ku-Band,72,8PSK,0.75,1
INTELSAT 15R,85,MEHU,Receive,13750.0 - 14500.0,8.5 (G/T),Middle East,,,,,,Ku-Band,72,8PSK,0.75,1
INTELSAT 15R,85,RUVU,Receive,13750.0 - 14500.0,3.0 (G/T),Russia,,,,,,Ku-Band,72,8PSK,0.75,1
INTELSAT 15R,85,MEVU,Receive,13750.0 - 14500.0,8.5 (G/T),Middle East,,,,,,Ku-Band,72,8PSK,0.75,1
INTELSAT 15R,85,KSRU,Receive,27504.0 - 29970.0,15.8 (G/T),Korea,,,,,,Ka-Band,500,8PSK,0.75,1
INTELSAT 15R,85,SSLU,Receive,27504.0 - 29970.0,15.8 (G/T),Global,,,,,,Ka-Band,500,8PSK,0.75,1
INTELSAT 15R,85,SSRU,Receive,27504.0 - 29970.0,15.8 (G/T),Global,,,,,,Ka-Band,500,8PSK,0.75,1
INTELSAT 15R,85,CMDL,Receive,14001.5 - 14005.0,-99.0 (G/T),Global,,,,,,Ku-Band,1,BPSK,0.5,1
INTELSAT 15R,85,CMDH,Receive,14001.5 - 14005.0,-99.0 (G/T),Global,,,,,,Ku-Band,1,BPSK,0.5,1
INTELSAT 15R,85,WIHD,Transmit,11970.0 - 12200.0,50.3 (EIRP),West Indian Ocean Region,,,,,,"X-Band, Ku-Band",72,8PSK,0.75,1
INTELSAT 15R,85,WIHE,Transmit,12500.0 - 12750.0,50.3 (EIRP),West Indian Ocean Region,,,,,,Ku-Band,72,8PSK,0.75,1
INTELSAT 15R,85,SKHD,Transmit,10950.0 - 11200.0,57.0 (EIRP),Global,,,,,,X-Band,72,8PSK,0.75,1
INTELSAT 15R,85,SKVD,Transmit,11450.0 - 12200.0,57.0 (EIRP),Global,,,,,,"X-Band, Ku-Band",72,8PSK,0.75,1
INTELSAT 15R,85,JSLD,Transmit,17804.0 - 20170.0,60.5 (EIRP),Japan,,,,,,Ku-Band,450,8PSK,0.75,1
INTELSAT 15R,85,MEVE,Transmit,12500.0 - 12750.0,55.0 (EIRP),Middle East,,,,,,Ku-Band,72,8PSK,0.75,1
INTELSAT 15R,85,RUHD,Transmit,11700.0 - 12200.0,52.0 (EIRP),Russia,,,,,,"X-Band, Ku-Band",72,8PSK,0.75,1
INTELSAT 15R,85,RUVD,Transmit,12500.0 - 12750.0,52.0 (EIRP),Russia,,,,,,Ku-Band,72,8PSK,0.75,1
INTELSAT 15R,85,EIHD,Transmit,12500.0 - 12750.0,46.9 (EIRP),East Indian Ocean Region,,,,,,Ku-Band,72,8PSK,0.75,1
INTELSAT 15R,85,MEHE,Transmit,11970.0 - 12200.0,55.0 (EIRP),Middle East,,,,,,"X-Band, Ku-Band",72,8PSK,0.75,1
INTELSAT 15R,85,JSRD,Transmit,17804.0 - 20170.0,60.5 (EIRP),Japan,,,,,,Ku-Band,450,8PSK,0.75,1
INTELSAT 15R,85,KSLD,Transmit,17804.0 - 20170.0,60.5 (EIRP),Korea,,,,,,Ku-Band,450,8PSK,0.75,1
INTELSAT 15R,85,KSRD,Transmit,17804.0 - 20170.0,60.5 (EIRP),Korea,,,,,,Ku-Band,450,8PSK,0.75,1
INTELSAT 15R,85,SSLD,Transmit,17804.0 - 20170.0,60.5 (EIRP),Global,,,,,,Ku-Band,450,8PSK,0.75,1
INTELSAT 15R,85,SSRD,Transmit,17804.0 - 20170.0,60.5 (EIRP),Global,,,,,,Ku-Band,450,8PSK,0.75,1
INTELSAT 15R,85,MEHD,Transmit,10950.0 - 11200.0,55.0 (EIRP),Middle East,,,,,,X-Band,72,8PSK,0.75,1
INTELSAT 15R,85,MEVD,Transmit,10950.0 - 11200.0,55.0 (EIRP),Middle East,,,,,,X-Band,72,8PSK,0.75,1
INTELSAT 15R,85,TLMR,Transmit,11189.7 - 11192.3,12.5 (EIRP),Global,,,,,,X-Band,0.5,BPSK,0.5,1
INTELSAT 15R,85,TLMV,Transmit,11189.7 - 11192.3,20.5 (EIRP),Global,,,,,,X-Band,0.5,BPSK,0.5,1
INTELSAT 15R,85,KLRD,Transmit,11187.9 - 11188.1,11.0 (EIRP),Global,,,,,,X-Band,0.025,BPSK,0.5,1
INTELSAT 15R,85,ALVD,Transmit,20179.9 - 20180.1,12.0 (EIRP),Global,,,,,,Ku-Band,0.025,BPSK,0.5,1
INTELSAT 17,66,HAU,Receive,5850.0 - 6425.0,-1.1 (G/T),Africa,Europe,West Asia,India,,,C-Band,72,8PSK,0.75,1
INTELSAT 17,66,HBU,Receive,5850.0 - 6425.0,-1.1 (G/T),Africa,Europe,West Asia,India,,,C-Band,72,8PSK,0.75,1
INTELSAT 17,66,LMU,Receive,5850.0 - 6425.0,-1.8 (G/T),Europe,Africa,Asia,Australia,,,C-Band,72,8PSK,0.75,1
INTELSAT 17,66,GAU,Receive,5850.0 - 6425.0,-7.8 (G/T),Global,,,,,,C-Band,72,8PSK,0.75,1
INTELSAT 17,66,GBU,Receive,5850.0 - 6425.0,-7.8 (G/T),Global,,,,,,C-Band,72,8PSK,0.75,1
INTELSAT 17,66,RUU,Receive,13750.0 - 14500.0,6.0 (G/T),Europe,Russia,Northern China,,,,Ku-Band,72,8PSK,0.75,1
INTELSAT 17,66,EMU,Receive,13750.0 - 14500.0,5.2 (G/T),Northern Africa,Europe,Middle East,,,,Ku-Band,72,8PSK,0.75,1
INTELSAT 17,66,AFU,Receive,13750.0 - 14500.0,6.7 (G/T),Mid and Southern Africa,,,,,,Ku-Band,72,8PSK,0.75,1
INTELSAT 17,66,GSU,Receive,13750.0 - 14500.0,6.7 (G/T),Global,,,,,,Ku-Band,72,8PSK,0.75,1
INTELSAT 17,66,HAD,Transmit,3625.0 - 4200.0,39.8 (EIRP),Africa,Europe,West Asia,India,,,C-Band,72,8PSK,0.75,1
INTELSAT 17,66,HBD,Transmit,3625.0 - 4200.0,39.8 (EIRP),Africa,Europe,West Asia,India,,,C-Band,72,8PSK,0.75,1
INTELSAT 17,66,LMD,Transmit,3625.0 - 4200.0,39.2 (EIRP),Europe,Africa,Asia,Australia,,,C-Band,72,8PSK,0.75,1
INTELSAT 17,66,GAD,Transmit,3625.0 - 4200.0,36.5 (EIRP),Global,,,,,,C-Band,72,8PSK,0.75,1
INTELSAT 17,66,GBD,Transmit,3625.0 - 4200.0,36.5 (EIRP),Global,,,,,,C-Band,72,8PSK,0.75,1
INTELSAT 17,66,RUD,Transmit,10950.0 - 11700.0,53.3 (EIRP),Europe,Russia,Northern China,,,,X-Band,72,8PSK,0.75,1
INTELSAT 17,66,EMD,Transmit,10950.0 - 11700.0,50.9 (EIRP),Northern Africa,Europe,Middle East,,,,X-Band,72,8PSK,0.75,1
INTELSAT 17,66,AFD,Transmit,10950.0 - 11700.0,52.1 (EIRP),Southern Africa,Middle Africa,,,,,X-Band,72,8PSK,0.75,1
INTELSAT 17,66,GSD,Transmit,10950.0 - 11700.0,53.2 (EIRP),Global,,,,,,X-Band,72,8PSK,0.75,1
INTELSAT 18,180,NAL,Receive,5925.0 - 6425.0,2.7 (G/T),East Asia,Western North America,Northern Pacific,,,,C-Band,72,QPSK,0.5,1
INTELSAT 18,180,NBR,Receive,5925.0 - 6425.0,2.7 (G/T),East Asia,Western North America,Northern Pacific,,,,C-Band,72,QPSK,0.5,1
INTELSAT 18,180,SALU,Receive,5925.0 - 6425.0,0.1 (G/T),Australia,New Zealand,Southern Pacific,,,,C-Band,72,QPSK,0.5,1
INTELSAT 18,180,SBR,Receive,5925.0 - 6425.0,0.1 (G/T),Australia,New Zealand,Southern Pacific,,,,C-Band,72,QPSK,0.5,1
INTELSAT 18,180,GAL,Receive,5925.0 - 6425.0,-5.5 (G/T),Global,,,,,,C-Band,36,QPSK,0.5,1
INTELSAT 18,180,GBR,Receive,5925.0 - 6425.0,-5.5 (G/T),Global,,,,,,C-Band,36,QPSK,0.5,1
INTELSAT 18,180,F1HU,Receive,14000.0 - 14500.0,8.2 (G/T),Southeast Pacific,Western North America,,,,,Ku-Band,72,QPSK,0.5,1
INTELSAT 18,180,F2HU,Receive,14000.0 - 14500.0,6.9 (G/T),Eastern Australia,New Zealand,Southwestern Pacific,,,,Ku-Band,72,QPSK,0.5,1
INTELSAT 18,180,F2VU,Receive,14000.0 - 14500.0,6.8 (G/T),Eastern Australia,New Zealand,Southwestern Pacific,,,,Ku-Band,72,QPSK,0.5,1
INTELSAT 18,180,USV,Receive,14000.0 - 14500.0,8.3 (G/T),Southeast Pacific,Western North America,,,,,Ku-Band,72,QPSK,0.5,1
INTELSAT 18,180,NAR,Transmit,3700.0 - 4200.0,41.5 (EIRP),East Asia,Western North America,Northern Pacific,,,,C-Band,72,QPSK,0.5,1
INTELSAT 18,180,NBL,Transmit,3700.0 - 4200.0,41.6 (EIRP),East Asia,Western North America,Northern Pacific,,,,C-Band,72,QPSK,0.5,1
INTELSAT 18,180,SAR,Transmit,3700.0 - 4200.0,40.4 (EIRP),Australia,New Zealand,Southern Pacific,,,,C-Band,72,QPSK,0.5,1
INTELSAT 18,180,SBLD,Transmit,3700.0 - 4200.0,40.4 (EIRP),Australia,New Zealand,Southern Pacific,,,,C-Band,72,QPSK,0.5,1
INTELSAT 18,180,GAR,Transmit,3700.0 - 4200.0,34.9 (EIRP),Global,,,,,,C-Band,36,QPSK,0.5,1
INTELSAT 18,180,GBL,Transmit,3700.0 - 4200.0,34.9 (EIRP),Global,,,,,,C-Band,36,QPSK,0.5,1
INTELSAT 18,180,F1VD,Transmit,10950.0 - 11700.0,53.3 (EIRP),Southeast Pacific,Western North America,,,,,X-Band,72,QPSK,0.5,1
INTELSAT 18,180,F2VD,Transmit,10950.0 - 11700.0,52.8 (EIRP),Eastern Australia,New Zealand,Southwestern Pacific,,,,X-Band,72,QPSK,0.5,1
INTELSAT 18,180,F2HD,Transmit,10950.0 - 11700.0,52.6 (EIRP),Eastern Australia,New Zealand,Southwestern Pacific,,,,X-Band,72,QPSK,0.5,1
INTELSAT 18,180,TLM,Transmit,12250.0 - 12750.0,12.8 (EIRP),Global,,,,,,Ku-Band,0.5,BPSK,0.5,1
INTELSAT 18,180,UPC,Transmit,12250.0 - 12750.0,10.0 (EIRP),Global,,,,,,Ku-Band,0.025,BPSK,0.5,1
INTELSAT 21,-58,HHU,Receive,5925.0 - 6425.0,1.0 (G/T),North America,South America,Europe,,,,C-Band,72,QPSK,0.5,1
INTELSAT 21,-58,HVUL,Receive,5925.0 - 6425.0,0.9 (G/T),North America,South America,Europe,,,,C-Band,72,QPSK,0.5,1
INTELSAT 21,-58,BHUL,Receive,14000.0 - 14500.0,8.0 (G/T),Brazil,,,,,,Ku-Band,72,QPSK,0.5,1
INTELSAT 21,-58,BVUL,Receive,14000.0 - 14500.0,8.0 (G/T),Brazil,,,,,,Ku-Band,72,QPSK,0.5,1
INTELSAT 21,-58,NHU,Receive,14000.0 - 14500.0,0.6 (G/T),United States,Mexico,Central America,Caribbean,Europe,Atlantic Ocean,Ku-Band,54,QPSK,0.5,1
INTELSAT 21,-58,HHD,Transmit,3700.0 - 4200.0,41.2 (EIRP),North America,South America,Europe,,,,C-Band,72,QPSK,0.5,1
INTELSAT 21,-58,HVDL,Transmit,3700.0 - 4200.0,41.1 (EIRP),North America,South America,Europe,,,,C-Band,72,QPSK,0.5,1
INTELSAT 21,-58,BHDL,Transmit,11450.0 - 12200.0,54.4 (EIRP),Brazil,,,,,,"X-Band, Ku-Band",72,QPSK,0.5,1
INTELSAT 21,-58,BVDL,Transmit,11450.0 - 12200.0,54.4 (EIRP),Brazil,,,,,,"X-Band, Ku-Band",72,QPSK,0.5,1
INTELSAT 21,-58,NVDL,Transmit,11450.0 - 12200.0,46.8 (EIRP),United States,Mexico,Central America,Caribbean,Europe,Atlantic Ocean,"X-Band, Ku-Band",54,QPSK,0.5,1
INTELSAT 22,72.1,WHL,Receive,5850.0 - 6425.0,1.8 (G/T),Africa,Europe,Middle East,,,,C-Band,72,8PSK,0.75,1
INTELSAT 22,72.1,WHR,Receive,5850.0 - 6425.0,1.8 (G/T),Africa,Europe,Middle East,,,,C-Band,72,8PSK,0.75,1
INTELSAT 22,72.1,EHLU,Receive,5850.0 - 6425.0,3.7 (G/T),East Asia,Australia,,,,,C-Band,72,8PSK,0.75,1
INTELSAT 22,72.1,EHR,Receive,5850.0 - 6425.0,3.7 (G/T),East Asia,Australia,,,,,C-Band,72,8PSK,0.75,1
INTELSAT 22,72.1,MAH,Receive,13750.0 - 14500.0,6.7 (G/T),Europe,Eastern Africa,Middle East,,,,Ku-Band,36,8PSK,0.75,1
INTELSAT 22,72.1,MAV,Receive,13750.0 - 14500.0,6.7 (G/T),Europe,Eastern Africa,Middle East,,,,Ku-Band,36,8PSK,0.75,1
INTELSAT 22,72.1,MOH,Receive,13750.0 - 14500.0,4.7 (G/T),Southeast Asia,Western Australia,India,,,,Ku-Band,72,8PSK,0.75,1
INTELSAT 22,72.1,MOV,Receive,13750.0 - 14500.0,4.7 (G/T),Southeast Asia,Western Australia,India,,,,Ku-Band,72,8PSK,0.75,1
INTELSAT 22,72.1,WHL,Transmit,3625.0 - 4200.0,44.3 (EIRP),Africa,Europe,Middle East,,,,C-Band,72,8PSK,0.75,1
INTELSAT 22,72.1,WHR,Transmit,3625.0 - 4200.0,44.3 (EIRP),Africa,Europe,Middle East,,,,C-Band,72,8PSK,0.75,1
INTELSAT 22,72.1,EHLD,Transmit,3625.0 - 4200.0,44.7 (EIRP),East Asia,Australia,,,,,C-Band,72,8PSK,0.75,1
INTELSAT 22,72.1,EHR,Transmit,3625.0 - 4200.0,44.7 (EIRP),East Asia,Australia,,,,,C-Band,72,8PSK,0.75,1
INTELSAT 22,72.1,MAH,Transmit,11450.0 - 11700.0,50.4 (EIRP),Europe,Eastern Africa,Middle East,,,,X-Band,36,8PSK,0.75,1
INTELSAT 22,72.1,MAV,Transmit,11450.0 - 11700.0,50.4 (EIRP),Europe,Eastern Africa,Middle East,,,,X-Band,36,8PSK,0.75,1
INTELSAT 22,72.1,MOH,Transmit,12250.0 - 12750.0,49.7 (EIRP),Southeast Asia,Western Australia,India,,,,Ku-Band,72,8PSK,0.75,1
INTELSAT 22,72.1,MOV,Transmit,12250.0 - 12750.0,49.7 (EIRP),Southeast Asia,Western Australia,India,,,,Ku-Band,72,8PSK,0.75,1
INTELSAT 23,-53,WLU,Receive,5925.0 - 6425.0,1.8 (G/T),North America,South America,,,,,C-Band,500,QPSK,0.5,1
INTELSAT 23,-53,WRU,Receive,5925.0 - 6425.0,1.7 (G/T),North America,South America,,,,,C-Band,500,QPSK,0.5,1
INTELSAT 23,-53,ELUL,Receive,5925.0 - 6425.0,2.8 (G/T),Europe,Africa,,,,,C-Band,500,QPSK,0.5,1
INTELSAT 23,-53,ERUL,Receive,5925.0 - 6425.0,2.8 (G/T),Europe,Africa,,,,,C-Band,500,QPSK,0.5,1
INTELSAT 23,-53,GLUL,Receive,5925.0 - 6425.0,-5.1 (G/T),Global,,,,,,C-Band,500,QPSK,0.5,1
INTELSAT 23,-53,GRU,Receive,5925.0 - 6425.0,-5.0 (G/T),Global,,,,,,C-Band,500,QPSK,0.5,1
INTELSAT 23,-53,MHU,Receive,14000.0 - 14500.0,7.1 (G/T),Southern United States,Mexico,Central America,Northern South America,,,Ku-Band,500,QPSK,0.5,1
INTELSAT 23,-53,MVU,Receive,14000.0 - 14500.0,7.1 (G/T),Southern United States,Mexico,Central America,Northern South America,,,Ku-Band,500,QPSK,0.5,1
INTELSAT 23,-53,AHUL,Receive,14000.0 - 14500.0,8.2 (G/T),Argentina,,,,,,Ku-Band,500,QPSK,0.5,1
INTELSAT 23,-53,AVUL,Receive,14000.0 - 14500.0,8.2 (G/T),Argentina,,,,,,Ku-Band,500,QPSK,0.5,1
INTELSAT 23,-53,WLD,Transmit,3700.0 - 4200.0,43.3 (EIRP),North America,South America,,,,,C-Band,500,QPSK,0.5,1
INTELSAT 23,-53,WRD,Transmit,3700.0 - 4200.0,43.1 (EIRP),North America,South America,,,,,C-Band,500,QPSK,0.5,1
INTELSAT 23,-53,ELDL,Transmit,3700.0 - 4200.0,45.0 (EIRP),Europe,Africa,,,,,C-Band,500,QPSK,0.5,1
INTELSAT 23,-53,ERDL,Transmit,3700.0 - 4200.0,45.0 (EIRP),Europe,Africa,,,,,C-Band,500,QPSK,0.5,1
INTELSAT 23,-53,GLDL,Transmit,3700.0 - 4200.0,37.1 (EIRP),Global,,,,,,C-Band,500,QPSK,0.5,1
INTELSAT 23,-53,GRD,Transmit,3700.0 - 4200.0,37.1 (EIRP),Global,,,,,,C-Band,500,QPSK,0.5,1
INTELSAT 23,-53,MHD,Transmit,11450.0 - 12200.0,53.0 (EIRP),Southern United States,Mexico,Central America,Northern South America,,,"X-Band, Ku-Band",750,QPSK,0.5,1
INTELSAT 23,-53,MVD,Transmit,11450.0 - 12200.0,53.0 (EIRP),Southern United States,Mexico,Central America,Northern South America,,,"X-Band, Ku-Band",750,QPSK,0.5,1
INTELSAT 23,-53,AHDL,Transmit,11450.0 - 12200.0,53.6 (EIRP),Argentina,,,,,,"X-Band, Ku-Band",750,QPSK,0.5,1
INTELSAT 23,-53,AVDL,Transmit,11450.0 - 12200.0,53.6 (EIRP),Argentina,,,,,,"X-Band, Ku-Band",750,QPSK,0.5,1
INTELSAT 30,-95.05,CGH,Receive,5925.0 - 6725.0,21.0 (G/T),Global,,,,,,C-Band,69.6,QPSK,0.5,1
INTELSAT 30,-95.05,ABC,Receive,5925.0 - 6725.0,44.1 (G/T),Northern South America,,,,,,C-Band,69.6,QPSK,0.5,1
INTELSAT 30,-95.05,BBC,Receive,5925.0 - 6725.0,44.3 (G/T),Northern South America,,,,,,C-Band,69.6,QPSK,0.5,1
INTELSAT 30,-95.05,CBC,Receive,5925.0 - 6725.0,43.2 (G/T),Southern South America,,,,,,C-Band,69.6,QPSK,0.5,1
INTELSAT 30,-95.05,COB,Receive,5925.0 - 6725.0,44.3 (G/T),South America,,,,,,C-Band,69.6,QPSK,0.5,1
INTELSAT 30,-95.05,VBC,Receive,5925.0 - 6725.0,44.2 (G/T),South America,,,,,,C-Band,69.6,QPSK,0.5,1
INTELSAT 30,-95.05,TCN,Receive,5925.0 - 6725.0,22.0 (G/T),Global,,,,,,C-Band,69.6,QPSK,0.5,1
INTELSAT 30,-95.05,CBG,Transmit,3400.0 - 3700.0,39.7 (EIRP),Global,,,,,,L-Band,69.6,QPSK,0.5,1
INTELSAT 30,-95.05,R1RD,Transmit,10950.0 - 11200.0,79.4 (EIRP),Northern South America,,,,,,X-Band,24,QPSK,0.5,1
INTELSAT 30,-95.05,R2RD,Transmit,11450.0 - 11700.0,79.4 (EIRP),Northern South America,,,,,,X-Band,24,QPSK,0.5,1
INTELSAT 30,-95.05,R3RD,Transmit,11700.0 - 12200.0,64.6 (EIRP),Southern South America,,,,,,"X-Band, Ku-Band",24,QPSK,0.5,1
INTELSAT 30,-95.05,R4RD,Transmit,11700.0 - 12200.0,64.4 (EIRP),Southern South America,,,,,,"X-Band, Ku-Band",24,QPSK,0.5,1
INTELSAT 30,-95.05,PRR,Transmit,11700.0 - 12200.0,70.8 (EIRP),South America,,,,,,"X-Band, Ku-Band",24,QPSK,0.5,1
INTELSAT 30,-95.05,TCNL,Transmit,11700.0 - 12200.0,31.8 (EIRP),South America,,,,,,"X-Band, Ku-Band",24,QPSK,0.5,1
INTELSAT 30,-95.05,CBCL,Transmit,11700.0 - 12200.0,3.3 (EIRP),Southwestern United States,,,,,,"X-Band, Ku-Band",24,QPSK,0.5,1
INTELSAT 31,-95.05,CGV,Receive,5925.0 - 6425.0,3.8 (G/T),Global,,,,,,C-Band,69.6,QPSK,0.5,1
INTELSAT 31,-95.05,ABC,Receive,13750.0 - 14500.0,14.7 (G/T),Northern South America,,,,,,Ku-Band,24,QPSK,0.5,1
INTELSAT 31,-95.05,BBC,Receive,13750.0 - 14500.0,15.2 (G/T),Northern South America,,,,,,Ku-Band,24,QPSK,0.5,1
INTELSAT 31,-95.05,CBC,Receive,13750.0 - 14500.0,14.1 (G/T),Southern South America,,,,,,Ku-Band,24,QPSK,0.5,1
INTELSAT 31,-95.05,COB,Receive,13750.0 - 14500.0,15.3 (G/T),Northern South America,,,,,,Ku-Band,24,QPSK,0.5,1
INTELSAT 31,-95.05,VBC,Receive,13750.0 - 14500.0,15.0 (G/T),Northern South America,,,,,,Ku-Band,24,QPSK,0.5,1
INTELSAT 31,-95.05,CBG,Transmit,3400.0 - 3700.0,39.7 (EIRP),Global,,,,,,L-Band,69.6,QPSK,0.5,1
INTELSAT 31,-95.05,R1R,Transmit,10950.0 - 11200.0,58.3 (EIRP),South America,,,,,,X-Band,36,QPSK,0.5,1
INTELSAT 31,-95.05,R1LD,Transmit,10950.0 - 11200.0,58.3 (EIRP),South America,,,,,,X-Band,36,QPSK,0.5,1
INTELSAT 31,-95.05,R2R,Transmit,10950.0 - 11200.0,57.5 (EIRP),South America,,,,,,X-Band,36,QPSK,0.5,1
INTELSAT 31,-95.05,R2LD,Transmit,10950.0 - 11200.0,57.5 (EIRP),South America,,,,,,X-Band,36,QPSK,0.5,1
INTELSAT 31,-95.05,R3R,Transmit,10950.0 - 11200.0,58.3 (EIRP),South America,,,,,,X-Band,36,QPSK,0.5,1
INTELSAT 31,-95.05,R3LD,Transmit,10950.0 - 11200.0,55.6 (EIRP),South America,,,,,,X-Band,36,QPSK,0.5,1
INTELSAT 31,-95.05,R4R,Transmit,10950.0 - 11200.0,57.6 (EIRP),South America,,,,,,X-Band,36,QPSK,0.5,1
INTELSAT 31,-95.05,R4LD,Transmit,10950.0 - 11200.0,54.9 (EIRP),South America,,,,,,X-Band,36,QPSK,0.5,1
INTELSAT 31,-95.05,PRR,Transmit,11450.0 - 11700.0,60.3 (EIRP),South America,,,,,,X-Band,36,QPSK,0.5,1
INTELSAT 31,-95.05,PRLD,Transmit,11450.0 - 11700.0,57.8 (EIRP),South America,,,,,,X-Band,36,QPSK,0.5,1
INTELSAT 31,-95.05,TCN,Transmit,11700.0 - 12200.0,54.3 (EIRP),South America,,,,,,"X-Band, Ku-Band",8,QPSK,0.5,1
